StudentID,firstname,Median wage public,Median wage Private
4243,Brynna,7110,20887
4244,Annice,7095,12566
4245,Cassandra,8053,12236
4246,Janenna,8804,10699
4247,Cathyleen,14497,10893
4248,Dotty,6102,15495
4249,Bettine,6094,11428
4250,Brena,8897,10458
4251,Brianna,11298,21871
4252,Katharina,14665,11006
4253,Ilse,11956,16161
4254,Helsa,10612,10957
4255,Gabriellia,8202,10543
4256,Sashenka,12321,20610
4257,Desirae,6873,14521
4258,Ingrid,8814,18334
4259,Gwyneth,12559,10579
4260,Bobinette,10612,12345
4261,Esmeralda,12476,13228
4262,Ardeen,12398,20646
4263,Jasmina,7293,12069
4264,Belva,6771,21524
4265,Jinny,7417,16182
4266,Gwenneth,8118,12812
4267,Kimmy,14611,10962
4268,Donetta,10072,17937
4269,Diena,12514,15149
4270,Sherrie,12038,18893
4271,Tybie,7051,18557
4272,Lusa,14752,19628
4273,Lily,10801,17718
4274,Anthia,11156,11776
4275,Maisey,14571,14561
4276,Lynde,8493,13372
4277,Lacie,11829,11069
4278,Nonnah,9800,18705
4279,Rayna,7762,19789
4280,Ana,13013,18379
4281,Beth,12141,12934
4282,Alejandra,9450,20271
4283,Malina,8880,11578
4284,Brooks,12565,15478
4285,Corene,9693,18385
4286,Georgetta,6655,21448
4287,Elmira,14514,16962
4288,Catharine,10535,11644
4289,Nyssa,13232,19237
4290,Nicoli,8268,16103
4291,Linet,9196,14279
4292,Lynea,9870,13812
4293,Jennica,13235,15804
4294,Katharina,10475,12861
4295,Madelle,12331,14068
4296,Cherrita,14290,21983
4297,Madalyn,13704,16440
4298,Consuela,9750,18340
4299,Jillayne,12722,10067
4300,Pearline,12872,11524
4301,Corene,8039,12690
4302,Kellen,12662,21136
4303,Aubrie,10271,19832
4304,Elyssa,12995,16941
4305,Kristina,9088,14809
4306,Dulce,7238,14995
4307,Marika,8416,13802
4308,Betta,10817,17735
4309,Tori,14822,12078
4310,Lulita,11668,12702
4311,Kara-Lynn,11284,15903
4312,Frances,10301,13045
4313,Carree,9558,20428
4314,Babita,10136,19939
4315,Ruthe,14875,19347
4316,Tatiania,9286,20522
4317,Emmey,10079,21207
4318,Kimberley,12113,20729
4319,Kayla,14578,17073
4320,Veda,12339,15346
4321,Hyacinthe,13111,15955
4322,Lorie,6888,15002
4323,Leeanne,7389,19415
4324,Nananne,10088,15287
4325,Gaylene,6565,17919
4326,Peri,6078,19866
4327,Dania,9579,15258
4328,Larine,10484,15787
4329,Jacquetta,8367,10358
4330,Karena,13199,19568
4331,Courtnay,12204,16943
4332,Selia,8050,10125
4333,Mellicent,12518,18037
4334,Roseline,14816,21059
4335,Emelina,11945,15205
4336,Emylee,14411,16636
4337,Bernie,7625,16557
4338,Jessy,11588,13283
4339,Sherrie,14902,19841
4340,Rani,6804,21764
4341,Tybie,14986,20937
4342,Ana,14307,13192
4343,Alyda,9741,13494
4344,Robinia,11016,21731
4345,Joeann,7613,15962
4346,Nyssa,6480,13322
4347,Vanessa,9248,11757
4348,Donetta,11444,17645
4349,Rebeca,8358,11105
4350,Camile,12707,16622
4351,Paule,13620,18926
4352,Madalyn,10803,13441
4353,Norine,11841,13878
4354,Jerry,13368,14287
4355,Noelle,8946,14686
4356,Bobbi,14602,10558
4357,Tonia,6714,15942
4358,Kate,14540,13887
4359,Jan,14564,10905
4360,Rhea,7234,10193
4361,Charlena,11521,10294
4362,Nollie,8202,18228
4363,Kimberley,11664,19622
4364,Dominga,10872,12046
4365,Gwenneth,13869,17611
4366,Nannie,12106,14381
4367,Hope,10106,17693
4368,Melodie,13140,21059
4369,Cristabel,7104,12835
4370,Gwyneth,10094,18494
4371,Brooks,6456,15208
4372,Sallie,10968,15922
4373,Vinita,9215,20924
4374,Yolane,8275,17515
4375,Amara,6387,18878
4376,Sue,9722,21442
4377,Glenda,10387,12206
4378,Catharine,11029,13932
4379,Zondra,6781,16489
4380,Genevra,14308,12614
4381,Alejandra,14538,15292
4382,Nita,12548,21306
4383,Darlleen,14832,14913
4384,Ermengarde,11869,17621
4385,Vivia,8332,17984
4386,Halette,13844,10048
4387,Bibby,13466,17486
4388,Chickie,13464,10559
4389,Desirae,12867,17328
4390,Lisette,12677,18035
4391,Concettina,13137,14360
4392,Flo,14014,13845
4393,Joane,9109,18190
4394,Gilda,9865,15486
4395,Kalina,10229,15888
4396,Gavrielle,12054,21749
4397,Frieda,14282,12879
4398,Dorice,12233,17324
4399,Charmaine,6533,12463
4400,Sheree,6155,15649
4401,Andree,14449,17174
4402,Dianemarie,10287,11283
4403,Margette,10563,16190
4404,Annora,11745,15659
4405,Paulita,7207,11566
4406,Lila,10918,18230
4407,Ninnetta,6308,21138
4408,Sissy,10814,20681
4409,Rochette,12221,15969
4410,Dede,12722,13990
4411,Pamella,14649,10709
4412,Collen,14508,14725
4413,Caritta,14241,13702
4414,Mellicent,9457,14940
4415,Chickie,8186,12360
4416,Clo,7833,16745
4417,Beth,7817,16988
4418,Annabela,10123,16024
4419,Talya,13827,10617
4420,Dulce,8842,21466
4421,Merle,11549,15284
4422,Ardeen,13731,10982
4423,Valli,10802,14844
4424,Cherilyn,12698,19313
4425,Jaclyn,7972,18397
4426,Sabina,8351,13985
4427,Evita,9012,15912
4428,Cissiee,13446,21005
4429,Molli,13828,10463
4430,Libbie,13532,11698
4431,Joeann,11402,16418
4432,Tilly,13864,18401
4433,Cissiee,14476,15705
4434,Ketti,7152,19384
4435,Elsie,7352,15461
4436,Patricia,6066,18959
4437,Lanae,11162,21756
4438,Tori,12073,16264
4439,Kore,8256,20728
4440,Judy,10492,14564
4441,Liana,9670,20435
4442,Violet,9994,17883
4443,Kelly,10435,11303
4444,Jordan,8689,17215
4445,Nerta,10595,19573
4446,Cathie,8880,21943
4447,Jorry,8069,12447
4448,Lonnie,7601,18267
4449,Hallie,9520,15570
4450,Jinny,7882,11672
4451,Anthia,14766,17608
4452,Christal,7181,10657
4453,Olivette,8248,11980
4454,Lindie,14137,19564
4455,Yvonne,10825,19663
4456,Dari,11807,10543
4457,Carmela,14752,11388
4458,Deirdre,11424,21519
4459,Eve,6427,11745
4460,Wileen,9373,17991
4461,Hildegaard,12903,12689
4462,Kylynn,13135,21535
4463,Merry,10617,12365
4464,Bee,12435,21628
4465,Cassandra,11840,17825
4466,Amara,10028,14928
4467,Josephine,12021,14282
4468,Camile,11071,11394
4469,Georgina,14332,19867
4470,Paola,8081,21620
4471,Jillayne,14527,12035
4472,Jessamyn,13103,16090
4473,Nicoli,10549,11182
4474,Valeda,9191,15815
4475,Albertina,9022,21648
4476,Edee,11332,10558
4477,Hettie,8431,21671
4478,Donnie,9532,21526
4479,Frances,11654,13449
4480,Mignon,12461,20312
4481,Henriette,9233,14401
4482,Miquela,9742,13799
4483,Tera,14685,21636
4484,Wanda,7698,16089
4485,Vevay,10678,16291
4486,Rivalee,7427,14035
4487,Feliza,12153,14285
4488,Josephine,9655,18351
4489,Raina,7994,19841
4490,Lacie,8675,12746
4491,Estell,14504,12006
4492,Cordi,6468,15306
4493,Ariela,8018,11888
4494,Philis,10485,20179
4495,Roxane,7600,11837
4496,Gretal,6973,11498
4497,Celisse,6168,15449
4498,Chandra,14289,15172
4499,Asia,9116,16226
4500,Halette,11102,10936
4501,Karena,11020,11649
4502,Chloris,6435,21411
4503,Allis,10115,15261
4504,Florie,13729,15949
4505,Adele,14925,18960
4506,Nadine,7087,17787
4507,Sophia,9975,21309
4508,Roz,9283,12351
4509,Marylou,11371,16557
4510,Nelle,8916,16263
4511,Christy,8514,17298
4512,Zia,12658,16834
4513,Zia,6943,18502
4514,Madalyn,12767,11347
4515,Dode,14210,18725
4516,Lorie,9851,12571
4517,Peri,9521,21316
4518,Katharina,11185,18906
4519,Joelly,12928,12425
4520,Gabi,6678,18411
4521,Barbi,8598,14066
4522,Layla,11910,19917
4523,Wynne,10907,15678
4524,Quintina,9142,21647
4525,Rosene,14145,14566
4526,Grier,12517,16230
4527,Hermione,12568,15296
4528,Brena,7370,16607
4529,Halette,6948,15490
4530,Vanessa,13230,10197
4531,Brietta,10488,15805
4532,Diena,13290,19688
4533,Marnia,10772,15122
4534,Corina,9117,15496
4535,Paola,6978,20592
4536,Janenna,9441,18980
4537,Gabi,11206,16621
4538,Penelopa,10587,11185
4539,Jessy,6627,10741
4540,Elena,11196,18152
4541,Doralynne,10265,16192
4542,Joane,7830,21956
4543,Ardenia,7593,19759
4544,Bibby,7485,15232
4545,Helena,13139,21037
4546,Tracey,10558,20643
4547,Berta,12440,14677
4548,Karlee,8288,18517
4549,Talya,10137,12997
4550,Tarra,13152,13446
4551,Calla,9313,15814
4552,Dede,8310,18954
4553,Philis,14614,18985
4554,Vivia,10070,13129
4555,Paulita,14618,19778
4556,Selma,8475,12159
4557,Jacenta,12829,13349
4558,Bettine,13727,11821
4559,Fredericka,7917,11560
4560,Annecorinne,14124,18949
4561,Gertrud,14188,16472
4562,Valli,11446,19474
4563,Jenda,14554,18542
4564,Demetris,14092,13931
4565,Doralynne,8330,20295
4566,Charissa,9864,19404
4567,Grier,12758,19238
4568,Dotty,11764,20883
4569,Gloria,13134,16023
4570,Bibby,12072,14500
4571,Marika,7806,17371
4572,Ketti,11684,12913
4573,Jobi,14421,10468
4574,Paule,9393,11721
4575,Angela,14772,21879
4576,Phedra,8117,14224
4577,Margette,13285,20800
4578,Philis,7944,11395
4579,Maryellen,13167,12618
4580,Vonny,11773,15786
4581,Juliane,7719,16004
4582,Jean,6467,13995
4583,Joeann,13525,17511
4584,Valli,14268,14634
4585,Lenna,12651,18480
4586,Myriam,9396,12149
4587,Lucy,8444,18484
4588,Jasmina,12806,17642
4589,Chastity,6459,19302
4590,Mildrid,12551,10992
4591,Krystle,8684,20236
4592,Lenna,8292,18399
4593,Moyna,13647,15069
4594,Reeba,9385,13697
4595,Tarra,13909,19249
4596,Rhea,11879,15031
4597,Dennie,10060,15670
4598,Keelia,7142,13693
4599,Amii,12522,16956
4600,Rayna,6294,12944
4601,Brianna,8155,20707
4602,Kellen,12792,10106
4603,Lelah,14090,13939
4604,Ida,13166,11644
4605,Augustine,11157,13114
4606,Raf,9993,18069
4607,Kathi,9003,19533
4608,Tori,9332,12970
4609,Jackie,10856,13893
4610,Ingrid,12833,21526
4611,Augustine,10791,17439
4612,Tori,10960,20783
4613,Linet,6205,13212
4614,Charlena,8173,19392
4615,Sharlene,7790,13797
4616,Johna,7167,19837
4617,Kimmy,9157,20786
4618,Fredericka,9574,20708
4619,Berta,7919,12223
4620,Zaria,12990,21470
4621,Romona,14687,13340
4622,Myriam,8085,16602
4623,Mireielle,11074,19924
4624,Annora,6852,20680
4625,Merle,7760,15912
4626,Justinn,7719,14089
4627,Sherrie,10450,15741
4628,Sissy,9250,20549
4629,Aurelie,9813,12196
4630,Renae,9747,14586
4631,Maisey,8575,18941
4632,Judy,6440,12417
4633,Karlee,10588,17514
4634,Brena,12414,13008
4635,Harrietta,8491,14085
4636,Tabbatha,9632,20515
4637,Blinni,14040,18453
4638,Melodie,7894,21070
4639,Delilah,7922,19660
4640,Isa,14119,10630
4641,Olwen,11153,15836
4642,Devina,13212,14334
4643,Alexine,13784,21972
4644,Gianina,7187,17777
4645,Berta,7394,13350
4646,Celisse,14850,16779
4647,Caressa,7062,17099
4648,Kate,8632,14973
4649,Ariela,9359,14344
4650,Zaria,10732,12071
4651,Merrie,9530,11216
4652,Robinia,13820,19961
4653,Althea,12385,10781
4654,Tiffie,9143,12459
4655,Belinda,8588,15006
4656,Anthia,13654,13489
4657,Verla,8446,21217
4658,Antonietta,7871,14704
4659,Kalina,7663,12014
4660,Elyssa,14489,13790
4661,Zsa Zsa,12482,12577
4662,Danika,10432,20825
4663,Ofilia,13429,19741
4664,Bill,11287,15692
4665,Leanna,8470,13790
4666,Darci,14032,14386
4667,Patricia,11287,15684
4668,Katuscha,6765,20081
4669,Nessie,12433,21648
4670,Jany,6765,16222
4671,Shandie,10280,16233
4672,Beverley,9552,19585
4673,Sherrie,8674,12283
4674,Fidelia,8801,16022
4675,Corly,13683,20416
4676,Gilda,10925,17576
4677,Gloria,12250,16844
4678,Roxane,6335,12854
4679,Dione,8930,19240
4680,Zia,10949,16686
4681,Cassandra,14269,13402
4682,Donetta,9573,11751
4683,Aurore,7939,10797
4684,Wanda,14576,12410
4685,Charmaine,11282,15841
4686,Sandie,10679,13959
4687,Marjie,7576,14805
4688,Antonietta,11830,10017
4689,Marjie,13197,18513
4690,Emylee,14050,18915
4691,Marjie,6562,21210
4692,Margarette,12537,14308
4693,Charissa,8010,11701
4694,Natka,10294,10662
4695,Inga,6285,13572
4696,Adore,14461,15811
4697,Quintina,9195,15124
4698,Jemie,8490,14276
4699,Marsiella,13681,13839
4700,Tressa,14474,11816
4701,Ernesta,8105,12582
4702,Hayley,6191,11005
4703,Donetta,12672,10771
4704,Karly,13836,16992
4705,Evaleen,8907,14142
4706,Sheelagh,14747,21909
4707,Mallory,11630,13915
4708,Elka,11473,11197
4709,Christian,8333,11127
4710,Farrah,11589,19172
4711,Rhoda,7475,17847
4712,Madalyn,9167,17873
4713,Millie,13728,18881
4714,Elsie,11696,20303
4715,Albertina,9934,20998
4716,Consuela,6567,21907
4717,Rozele,11910,20970
4718,Grier,9912,12077
4719,Marjie,9039,17728
4720,Lauryn,7110,21680
4721,Mildrid,8425,11980
4722,Lindie,13971,20712
4723,Emelina,9210,17353
4724,Courtnay,6646,15812
4725,Deloria,9543,11325
4726,Brooks,8175,11009
4727,Leona,13592,21208
4728,Mignon,7333,11388
4729,Olivette,8566,17607
4730,Lucille,6437,16658
4731,Zaria,9447,16865
4732,Almeta,9390,15527
4733,Dorice,9625,14842
4734,Mellicent,6195,18180
4735,Elora,11655,13960
4736,Melanie,10529,19542
4737,Caressa,10473,16894
4738,Sadie,6660,21825
4739,Hayley,14803,11314
4740,Millie,13151,15919
4741,Carlie,14487,10581
4742,Marti,14562,17838
4743,Bobinette,6537,21531
4744,Merrie,14735,13442
4745,Christy,8252,21557
4746,Melina,9824,20259
4747,Fina,9050,17632
4748,Brana,11354,18570
4749,Gavrielle,10778,16139
4750,Livvyy,13106,17924
4751,Amii,8877,10517
4752,Cecile,7239,20335
4753,Winny,6893,11346
4754,Shandie,6554,21691
4755,Jobi,12032,11190
4756,Mary,9470,15810
4757,Merle,10900,13661
4758,Netty,8713,12277
4759,Harrietta,10165,20907
4760,Nananne,12142,12046
4761,Gabi,6300,20760
4762,Rebeca,7875,19698
4763,Alameda,7543,12287
4764,Tierney,7873,15503
4765,Georgetta,14363,19321
4766,Mara,9761,19049
4767,Di,9705,12559
4768,Diena,10189,12497
4769,Viviene,7379,18820
4770,Elena,7157,20575
4771,Audrie,14137,16006
4772,Estell,10288,17046
4773,Leia,7424,11524
4774,Charmaine,12985,16493
4775,Oralee,7707,17898
4776,Taffy,9511,13605
4777,Brianna,6698,19610
4778,Ellette,12308,15652
4779,Beth,14462,10379
4780,Selia,7892,12498
4781,Louella,9909,12709
4782,Jenilee,13262,13834
4783,Rosene,12617,13438
4784,Tatiania,6944,11311
4785,Sophia,13347,12215
4786,Corry,8855,20213
4787,Maud,9520,17214
4788,Tiffie,12819,16350
4789,Imojean,8687,14092
4790,Gretal,11933,15467
4791,Steffane,11032,15650
4792,Sibella,6842,11600
4793,Leanna,12550,21059
4794,Ginnie,13714,15055
4795,Fayre,10137,15226
4796,Lily,10071,16621
4797,Lory,12314,20387
4798,Ninnetta,8116,10432
4799,Marnia,11607,19011
4800,Fawne,9936,21007
4801,Nelle,13591,14902
4802,Siana,10242,15078
4803,Delilah,8295,13628
4804,Gavrielle,13444,17907
4805,Minda,7893,15540
4806,Ofilia,8103,20147
4807,Gwyneth,12315,15397
4808,Ingrid,11448,10520
4809,Orsola,10539,20751
4810,Gilligan,13552,18795
4811,Mara,8753,12044
4812,Jobi,8343,16806
4813,Coral,11102,20515
4814,Hayley,6018,21086
4815,Neila,7592,12504
4816,Dode,6079,14456
4817,Kayla,14535,11626
4818,Shaylyn,10169,10048
4819,Adele,12649,10380
4820,Caressa,7134,11738
4821,Bill,13044,19464
4822,Marinna,14827,20479
4823,Orelia,11539,18529
4824,Carmencita,10373,20090
4825,Shannah,10549,13390
4826,Brandise,13905,10084
4827,Jobi,14918,18358
4828,Lilith,6528,13841
4829,Cherrita,8196,15469
4830,Janeczka,6687,21301
4831,Aurelie,9509,20771
4832,Kathi,14075,14486
4833,Alie,11408,19855
4834,Di,12936,20526
4835,Marcelline,9988,14648
4836,Rebeca,9137,12283
4837,Jeanna,12348,21032
4838,Sashenka,6667,20864
4839,Monika,14366,21719
4840,Sam,7521,18863
4841,Kristina,7908,12017
4842,Cassondra,14149,15354
4843,Monika,13034,21471
4844,Leeanne,11266,18428
4845,Ginnie,12877,13044
4846,Catharine,13856,20982
4847,Rosaline,11106,16750
4848,Rhoda,6721,15837
4849,Gabi,8887,13636
4850,Ericka,10676,17606
4851,Cyb,14620,21434
4852,Ilse,9850,15091
4853,Catrina,12562,16550
4854,Dyann,6297,10221
4855,Katharina,9330,21107
4856,Veda,12990,18635
4857,Christian,9986,17730
4858,Yvonne,7511,18992
4859,Chere,8868,15754
4860,Queenie,13059,10175
4861,Jaclyn,14323,21664
4862,Lexine,9561,15602
4863,Edyth,8086,21907
4864,Lynnea,11039,18190
4865,Halette,6644,19644
4866,Viviene,9014,19917
4867,Ivett,9142,19843
4868,Cherrita,11612,14480
4869,Amara,9426,15214
4870,Ursulina,10024,20984
4871,Georgetta,9849,20744
4872,Janenna,14590,10521
4873,Annabela,11208,17190
4874,Lynde,13367,21641
4875,Rhea,12761,11848
4876,Monika,7825,14896
4877,Karly,9771,17541
4878,Anica,9054,16595
4879,Maryellen,14415,11894
4880,Gaylene,12655,21077
4881,Netty,6095,19362
4882,Stevana,6413,16725
4883,Betta,8773,11531
4884,Larine,14281,11309
4885,Pamella,11625,18827
4886,Amara,10630,17286
4887,Babita,14148,14749
4888,Ezmeralda,9328,14218
4889,Diena,11789,20369
4890,Shannah,11469,20629
4891,Jenda,9945,16424
4892,Cristabel,11753,21555
4893,Brana,12825,10428
4894,Carly,9433,17436
4895,Emilia,6819,15876
4896,Gilda,14306,19067
4897,Modestia,6230,16758
4898,Linet,14362,12769
4899,Meriel,11790,13333
4900,Darlleen,7525,11687
4901,Marylou,14868,14242
4902,Jsandye,10127,19673
4903,Susan,13947,21792
4904,Kaia,6227,19074
4905,Gusella,7682,10096
4906,Anallese,6876,20931
4907,Kary,12795,18121
4908,Marline,8185,11297
4909,Rozele,6962,13187
4910,Juliane,7883,18838
4911,Blondelle,14901,14358
4912,Heida,7896,13464
4913,Louella,7131,12784
4914,Kristan,10870,12721
4915,Rhea,12243,13506
4916,Jaclyn,9606,10941
4917,Joane,7086,15149
4918,Brynna,8840,17597
4919,Justinn,9029,19070
4920,Lusa,7976,20789
4921,Ruthe,9833,15190
4922,Susette,7005,20477
4923,Aaren,12548,20174
4924,Jobi,14684,10061
4925,Clarice,7801,21828
4926,Tiffie,8979,19606
4927,Annaliese,14450,16730
4928,Chickie,7206,13994
4929,Shannah,14558,14490
4930,Ebonee,13144,21051
4931,Kristina,12977,18319
4932,Tracey,13873,14553
4933,Emylee,6401,20562
4934,Cordi,7237,21406
4935,Tani,12492,14257
4936,Keelia,10799,14975
4937,Joleen,14610,15323
4938,Tilly,9198,11860
4939,Elbertina,7456,12066
4940,Lolita,9887,16745
4941,Elmira,11731,18208
4942,Nikki,7895,20648
4943,Layla,7386,16699
4944,Ana,12126,13642
4945,Carilyn,12475,19838
4946,Brietta,7967,14643
4947,Olwen,7405,13156
4948,Lucy,14277,17404
4949,Lynea,14180,16339
4950,Latisha,10812,17541
4951,Ruthe,9934,20999
4952,Nerta,11551,18695
4953,Brietta,11846,15637
4954,Liana,14843,17558
4955,Glenda,13318,21710
4956,Carlie,7058,14165
4957,Gusty,6707,13956
4958,Katuscha,9259,12982
4959,Konstance,10436,13395
4960,Rayna,14891,19635
4961,Karlee,6557,12286
4962,Roz,12145,21896
4963,Sidoney,13831,12333
4964,Odessa,7249,17257
4965,Arlena,8815,11301
4966,Sara-Ann,14338,20129
4967,Marcy,11881,20135
4968,Chere,7047,16424
4969,Karly,8381,18867
4970,Carolina,11282,10395
4971,Violet,11216,20396
4972,Charmaine,13558,21357
4973,Edee,13677,21504
4974,Sadie,6025,14957
4975,Madeleine,8883,20920
4976,Ekaterina,13405,16697
4977,Deane,7590,21087
4978,Layla,11254,10760
4979,Selma,9179,16589
4980,Hildegaard,13041,14618
4981,Nerta,10440,10543
4982,Karena,14777,20895
4983,Gratia,11191,20166
4984,Fred,10083,11280
4985,Fred,6486,20080
4986,Leanna,9092,17769
4987,Dacia,11418,19409
4988,Micheline,13426,15621
4989,Madelle,13353,14391
4990,Diena,6278,11715
4991,Rivalee,12334,19452
4992,Tracey,7847,16868
4993,Emylee,8830,14796
4994,Lynde,7019,15131
4995,Dione,7999,15663
4996,Kylynn,13694,19323
4997,Helsa,12648,15345
4998,Karina,7252,11999
4999,Quintina,11633,11111
5000,Karolina,14659,16136
5001,Dulce,9832,19900
5002,Marcelline,8827,10759
5003,Laure,12965,15301
5004,Diena,10922,20950
5005,Emilia,10024,13446
5006,Wynne,9417,21319
5007,Celene,7435,17255
5008,Pierette,11782,20055
5009,Vanessa,11508,20543
5010,Wendi,7443,16973
5011,Tori,10941,12020
5012,Roxane,10070,19413
5013,Doro,9618,17333
5014,Lynnea,12231,17741
5015,Reeba,11633,12152
5016,Lily,7047,14237
5017,Tobe,7706,15371
5018,Gabi,10636,20300
5019,Elora,11847,16965
5020,Marika,14625,14273
5021,Pearline,9043,14943
5022,Dagmar,10548,13579
5023,Teddie,10955,15373
5024,Marcy,13350,21394
5025,Tina,14621,10741
5026,Dorothy,8710,16403
5027,Joceline,6219,21346
5028,Estell,10678,17738
5029,Calla,11427,11424
5030,Kathi,6076,10907
5031,Elmira,12154,19080
5032,Monika,13516,14735
5033,Belinda,6164,10564
5034,Lindie,8425,11995
5035,Aili,12791,17006
5036,Edith,10952,18874
5037,Addia,11844,14975
5038,Aigneis,14519,14035
5039,Perry,11094,11321
5040,Juliane,8652,18707
5041,Brooks,14370,18020
5042,Kamilah,7611,19680
5043,Carlie,11313,20134
5044,Debee,13788,21852
5045,Allis,12421,15625
5046,Netty,12985,18236
5047,Korrie,9766,11726
5048,Shannah,8619,20612
5049,Meg,6447,17096
5050,Melisent,13518,12192
5051,Perry,9407,10644
5052,Josephine,11662,19597
5053,Emelina,12750,14301
5054,Jacenta,7008,21657
5055,Tybie,6285,16384
5056,Florencia,7043,19537
5057,Constance,6931,10058
5058,Viviene,8460,16845
5059,Mignon,8528,21202
5060,Cyb,12256,21491
5061,Cristine,11682,10537
5062,Amara,6180,17990
5063,Gisela,11218,12413
5064,Tabbatha,7812,15050
5065,Tarra,14377,16382
5066,Jemie,7928,18975
5067,Jerry,9892,17989
5068,Shirlee,7918,18651
5069,Deirdre,8533,15479
5070,Rosaline,12489,19562
5071,Abbie,11272,11031
5072,Alameda,6337,15552
5073,Dari,10247,11419
5074,Tierney,12644,21540
5075,Tori,8273,14327
5076,Lesly,7525,20847
5077,Eadie,9468,12506
5078,Gratia,8496,21328
5079,Lynde,9011,21747
5080,Margalo,10406,17347
5081,Dotty,7023,16357
5082,Cyndie,6175,19492
5083,Hermione,8345,17753
5084,Selma,12144,21953
5085,Grier,14233,12077
5086,Tomasina,14995,16075
5087,Micheline,12325,20722
5088,Florencia,6274,14449
5089,Jany,12829,17320
5090,Shannah,11940,15262
5091,Stacey,11828,15816
5092,Rhea,6660,14076
5093,Brandise,8338,11979
5094,Blake,9916,13316
5095,Dolli,7894,14332
5096,Lynnea,13868,11041
5097,Brynna,9025,13276
5098,Violet,12264,20331
5099,Violet,13490,10319
5100,Gertrud,14552,17854
5101,Claudina,8659,19095
5102,Kaia,13962,21457
5103,Heida,10926,18534
5104,Debee,9927,20350
5105,Esmeralda,12137,13250
5106,Dione,6365,16676
5107,Cissiee,6089,14534
5108,Liana,8490,20946
5109,Benita,11666,14642
5110,Paola,10918,18837
5111,Kaja,7304,11391
5112,Shaylyn,14311,19109
5113,Melanie,13774,21382
5114,Annaliese,11259,15553
5115,Tatiania,9213,20559
5116,Lory,6080,17018
5117,Janey,7476,19181
5118,Kaia,14961,14790
5119,Christy,9169,10154
5120,Sherrie,9955,11878
5121,Ericka,11208,14215
5122,Cassandra,8376,11374
5123,Dione,13774,10550
5124,Brandise,9195,14388
5125,Vanessa,10764,18104
5126,Talya,13596,14263
5127,Andree,11344,20725
5128,Alyda,7257,21363
5129,Taffy,12305,21173
5130,Carol-Jean,8694,16713
5131,Britni,6386,13533
5132,Brianna,12379,11018
5133,Pollyanna,14529,13348
5134,Marsiella,12414,16171
5135,Elfreda,12405,13001
5136,Briney,10873,17571
5137,Kate,12274,12775
5138,Jaime,9629,19151
5139,Verla,11272,18032
5140,Nyssa,8534,11854
5141,Loree,12905,12314
5142,Neila,13620,11569
5143,Trixi,7644,14809
5144,Mariann,7665,15339
5145,Theodora,10789,21961
5146,Wilma,10817,20186
5147,Jenda,11791,13922
5148,Juliane,6586,10816
5149,Renie,7551,15155
5150,Charmaine,9780,14749
5151,Florencia,9120,13432
5152,Gwyneth,14049,17634
5153,Elie,14794,21451
5154,Zsa Zsa,7526,10872
5155,Esmeralda,12129,16816
5156,Ida,11467,20572
5157,Ronna,13865,12563
5158,Bobbi,8005,20055
5159,Ashlee,11256,11347
5160,Ginnie,9372,16424
5161,Shel,13741,11711
5162,Janey,9085,18652
5163,Diena,13629,10350
5164,Annora,13765,10518
5165,Henriette,13847,13251
5166,Perry,11429,19244
5167,Beth,10420,18420
5168,Corly,10484,17469
5169,Daune,10383,15724
5170,Gui,10715,18186
5171,Jemie,8426,15119
5172,Rebeca,7034,15194
5173,Edee,8729,10573
5174,Karly,13106,20277
5175,Blinni,6835,16746
5176,Laurene,6671,17375
5177,Neila,12190,11349
5178,Goldie,12148,19242
5179,Barbara,13331,14638
5180,Nataline,12700,11227
5181,Neila,8680,21549
5182,Cissiee,10854,12864
5183,Alie,7132,19504
5184,Eolanda,7540,20744
5185,Eadie,6971,20057
5186,Celene,7007,13953
5187,Deirdre,10123,16621
5188,Leanna,13972,13101
5189,Leona,9157,18649
5190,Barbara,6394,14842
5191,Lorne,11813,18242
5192,Katharina,8591,18596
5193,Raina,11261,16845
5194,Sherrie,14704,20726
5195,Quintina,8103,21868
5196,Corina,14322,17540
5197,Corly,10211,14336
5198,Rozele,14663,12187
5199,Hope,10109,11584
5200,Maye,8866,16961
5201,Reeba,11971,16835
5202,Karina,7968,16573
5203,Laurene,7037,13316
5204,Therine,9371,13415
5205,Nicoli,6861,12905
5206,Jan,12689,12148
5207,Dulcinea,13565,10728
5208,Elie,6879,17096
5209,Aryn,9604,18149
5210,Lusa,11104,11537
5211,Rori,8293,12687
5212,Dianemarie,9558,11776
5213,Merry,13127,10195
5214,Leia,12512,21649
5215,Flory,9076,15503
5216,Yetty,8135,10812
5217,Roz,8302,14955
5218,Dorthy,12744,21137
5219,Ernesta,7878,18267
5220,Lita,14732,11334
5221,Rosabelle,11235,20549
5222,Ulrike,14296,11861
5223,Ashlee,12309,21828
5224,Genovera,10206,21080
5225,Sibella,7229,14067
5226,Alia,10088,18654
5227,Kara-Lynn,13268,15818
5228,Misha,10080,21297
5229,Bill,14538,10781
5230,Hannis,12185,16437
5231,Marnia,8086,19745
5232,Kathi,13456,13749
5233,Millie,14840,21163
5234,Clary,8929,11649
5235,Marcelline,13261,20189
5236,Louella,8033,16884
5237,Sophia,11692,19040
5238,Latisha,11631,12116
5239,Jenilee,8251,14554
5240,Sharlene,8279,15797
5241,Deloria,8732,10624
5242,Blake,10983,16536
